protein-water,protein-carbon,hydrogen bond (long-range),pi-pi (long-range),disorder (long),K-Beta similarity,disorder (short),electrostatic (short-range),8-feature sum
7,16,-10,-27,-38,-22,-21,8,-87
-114,-30,-107,-257,-186,-82,-135,-23,-934
-25,-21,-22,-41,-53,-19,-28,9,-200
27,11,-12,2,-43,-39,-8,9,-53
23,-9,12,-17,-99,-63,-60,-12,-225
-20,35,-42,-104,-59,-90,-84,-33,-397
66,30,-4,-62,-125,-101,-51,23,-224
-48,11,-68,-148,-151,-72,-117,27,-566
-53,-35,-55,-157,-172,-117,-108,-41,-738
-6,4,-18,-35,-23,-17,-14,-1,-110
-16,31,-33,-42,-39,-4,-5,34,-74
6,-28,-45,-62,-103,-66,-69,-47,-414
-18,44,-50,-124,-131,-100,-100,-33,-512
16,-20,-2,1,-84,-66,-73,14,-214
5,43,-7,-43,-25,-41,-14,43,-39
-3,12,-51,-75,-136,-39,-66,-17,-375
-24,-25,-48,-58,-90,-58,-70,-27,-400
-38,-15,-8,-60,-39,5,-28,35,-148
107,7,2,-39,-241,-184,-105,-99,-552
-1,1,-6,-23,-46,-15,-25,18,-97
-28,59,-85,-158,-84,-62,-114,108,-364
10,25,-25,-63,-39,-51,-50,18,-175
50,38,-18,3,-82,-31,-57,-4,-101
-2,-9,8,-18,-101,-31,-60,11,-202
-14,17,-23,-47,-25,-24,-22,-2,-140
-13,-4,2,-53,-66,-24,-31,-1,-190
2,-2,0,9,-78,-34,-41,-8,-152
-15,-13,-34,-46,-75,-49,-54,-24,-310
-49,-23,-89,-181,-174,-124,-164,-95,-899
1,6,-10,-23,-19,16,-3,5,-27
-17,51,-46,-109,-12,30,-22,53,-72
10,1,-29,-37,-86,-49,-49,-3,-242
-5,-31,-24,-39,-53,5,-22,93,-76
56,11,-23,-17,-56,-22,-78,-11,-140
-28,-2,-33,-46,-51,-44,-37,-11,-252
-17,-2,-24,-49,-57,-17,-34,-8,-208
-7,21,-19,-47,-39,-34,-29,-10,-164
-37,13,-72,-78,-36,-9,-71,40,-250
-13,-14,-36,-88,-69,-61,-77,-4,-362
62,-3,2,-85,-214,-170,-101,-72,-581
14,8,-6,-30,-75,-35,-34,-20,-178
-11,-5,-13,-36,-58,4,-29,22,-126
-51,-10,-50,-72,-48,-36,-60,-8,-335
-15,7,-17,-53,-60,-36,-56,9,-221
4,-24,9,-22,-101,-24,-49,-14,-221
-33,10,-34,-82,-78,-33,-79,26,-303
-17,14,-27,-59,-115,-72,-64,34,-306
25,10,-25,-88,-106,-125,-81,-28,-418
-24,28,-40,-70,-33,-54,-78,-29,-300
0,11,-2,-47,-78,-31,-39,5,-181
9,42,-46,-66,-74,-79,-66,-48,-328
6,-13,-24,-22,-44,-34,-29,-4,-164
-18,-18,-26,-83,-69,-46,-28,-20,-308
3,9,-40,-37,-71,-49,-31,-25,-241
-81,-1,-77,-178,-123,-88,-84,-39,-671
21,-11,-23,-30,-80,-68,-54,-28,-273
36,-1,-19,-5,-85,-45,-45,-34,-198
-5,12,-9,-17,-35,-3,-18,14,-61
94,19,13,-27,-192,-141,-112,-35,-381
-8,-1,-8,-53,-84,-57,-53,-38,-302
-34,-54,-78,-96,-111,-85,-96,-54,-608
-48,3,-56,-131,-102,-55,-72,13,-448
-42,-40,-30,-64,-68,-31,-37,-3,-315
-45,2,-39,-75,-47,-38,-45,-17,-304
-7,-11,-11,-53,-85,-23,-55,1,-244
4,13,-7,-32,-76,-69,-44,-23,-234
-16,-21,-22,-34,-47,-26,-45,-32,-243
-17,13,-27,-79,-88,-44,-69,-6,-317
-9,8,-25,-92,-84,-93,-52,-30,-377
39,28,-1,-54,-106,-72,-86,-25,-277
-21,-14,-56,-109,-80,-54,-63,-29,-426
22,-8,-17,-41,-114,-76,-56,-12,-302
8,20,-33,-28,-36,-16,-24,-8,-117
-18,-12,-25,-38,-93,-25,-63,-25,-299
-10,-4,-12,-18,-33,-28,-16,-4,-125
16,-8,-39,-97,-144,-124,-89,-75,-560
-4,27,-35,-34,-52,-28,-36,-7,-169
-54,140,-100,-155,-73,-35,-136,-10,-423
18,12,-28,-81,-92,-82,-95,-66,-414
-1,-31,-18,-40,-85,-31,-49,5,-250
5,-11,-9,-13,-49,-29,-32,-9,-147
-30,-25,-115,-135,-181,-82,-147,-47,-762
30,-13,17,-76,-121,-70,-55,-20,-308
55,24,-1,-20,-87,-58,-10,28,-69
-5,22,-31,-41,-21,-50,-34,0,-160
4,17,-70,-208,-159,-129,-128,-70,-743
-39,-1,-43,-104,-14,-74,-42,-37,-354
-42,20,-43,-124,-20,-80,-51,-22,-362
-41,19,-53,-36,-25,17,3,-6,-122
8,20,-27,-28,-115,-7,-66,-9,-224
14,-32,-13,-17,-52,-29,-18,5,-142
-62,-24,-53,-135,-121,-60,-78,7,-526
-4,10,-28,-85,-105,-90,-61,-30,-393
-7,19,-45,-78,-136,-69,-81,-11,-408
-28,8,-40,-59,-69,-44,-69,8,-293
-27,19,-53,-93,-88,-23,-63,-9,-337
-45,29,-39,-142,-68,-48,-35,26,-322
-13,33,-38,-88,-76,-66,-61,1,-308
-34,-2,-74,-112,-52,-41,-52,-32,-399
21,9,-10,-28,-105,-69,-62,2,-242
1,4,-8,-13,-5,-1,-4,-8,-34
8,-14,-7,-15,-38,-7,-20,-2,-95
-23,2,-36,-63,-44,-36,-57,-20,-277
26,-27,-16,-71,-188,-112,-89,-20,-497
11,-27,-3,-33,-33,-27,-23,1,-134
66,28,-36,-27,-138,-122,-89,-63,-381
-14,2,-28,-52,-56,-55,-52,-23,-278
-2,17,-10,-80,-149,-78,-55,-11,-368
-50,37,-22,-96,-112,-63,-59,12,-353
74,54,-5,-39,-75,-26,-64,65,-16
-6,-8,-26,-46,-50,-67,-64,-8,-275
49,-17,-4,-93,-135,-123,-67,-56,-446
28,-7,-28,-42,-129,-109,-82,-83,-452
-18,19,-25,-70,-60,-26,-47,17,-210
17,2,-15,-18,-86,-61,-52,-12,-225
6,27,-17,-103,-150,-98,-85,15,-405
39,21,-26,-29,-109,-76,-59,-56,-295
5,24,35,-17,-73,32,-26,52,32
6,23,-8,-51,-81,-70,-54,10,-225
12,4,-23,-101,-46,-82,-58,-34,-328
53,-32,3,-42,-132,-112,-68,-38,-368
-69,-26,-70,-184,-132,-132,-111,-68,-792
11,-9,-20,-24,-106,-53,-51,-36,-288
25,-18,-29,-76,-161,-144,-110,-29,-542
-5,-22,2,-79,-120,-65,-70,-28,-387
4,0,-14,-83,-85,-95,-68,-47,-388
74,11,-15,-34,-222,-143,-116,-87,-532
-3,-18,-14,-23,-67,-34,-49,-14,-222
-96,2,-103,-172,-43,-46,-66,27,-497
39,14,-20,-97,-225,-124,-71,-62,-546
9,9,-13,-18,-30,-11,-9,19,-44
31,4,1,-29,-107,-65,-70,-18,-253
-54,6,-34,-145,-88,-85,-80,-11,-491
60,-17,-12,-22,-161,-108,-57,-24,-341
-1,35,14,-20,-39,13,-14,32,20
29,14,-14,-39,-79,-24,-9,-17,-139
